Year,State,Money spent on C and J (Billion),Population,Revenue,Money spent by tax payers
2028,Tennessee,87375856.19033194,6234927.388998333,787937623.1247177,1353.2178276156674
2029,Tennessee,89117968.63161087,6243403.787695106,800886156.9934845,1378.6565073925904
2030,Tennessee,90860081.0728898,6251880.186391875,813834690.8622513,1404.0951871695142
2031,Tennessee,92602193.51416874,6260356.585088648,826783224.7310219,1429.5338669464381
2032,Tennessee,94344305.95544767,6268832.983785421,839731758.5997887,1454.972546723362
2033,Tennessee,96086418.39672709,6277309.382482193,852680292.4685555,1480.4112265002932
2034,Tennessee,97828530.83800602,6285785.781178966,865628826.337326,1505.849906277217
2035,Tennessee,99570643.27928495,6294262.179875739,878577360.2060928,1531.288586054141
2036,Tennessee,101312755.72056389,6302738.578572512,891525894.0748596,1556.727265831064
2037,Tennessee,103054868.16184282,6311214.977269284,904474427.9436302,1582.1659456079879
2038,Tennessee,104796980.60312176,6319691.375966053,917422961.812397,1607.6046253849108
2039,Tennessee,106539093.04440069,6328167.774662826,930371495.6811638,1633.0433051618347
2040,Tennessee,108281205.48567963,6336644.173359599,943320029.5499306,1658.4819849387595
2020,Texas,309631561.6002426,30003806.00469768,3498745135.626587,1154.3670091747315
2021,Texas,317730622.0639496,30469130.239013433,3584892021.518402,1179.2506579228088
2022,Texas,325829682.52765656,30934454.473329306,3671038907.410187,1204.1343066708853
2023,Texas,333928742.9913635,31399778.70764506,3757185793.302002,1229.0179554189622
2024,Texas,342027803.4550686,31865102.94196081,3843332679.193817,1253.901604167032
2025,Texas,350126863.91877556,32330427.176276684,3929479565.085602,1278.7852529151087
2026,Texas,358225924.3824825,32795751.410592437,4015626450.977417,1303.6689016631858
2027,Texas,366324984.8461895,33261075.64490831,4101773336.8692017,1328.552550411262
2028,Texas,374424045.30989647,33726399.87922406,4187920222.761017,1353.436199159339
2029,Texas,382523105.77360153,34191724.113539934,4274067108.6528015,1378.3198479074083
2030,Texas,390622166.2373085,34657048.34785569,4360213994.544617,1403.2034966554854
2031,Texas,398721226.7010155,35122372.58217156,4446360880.436401,1428.0871454035616
2032,Texas,406820287.16472244,35587696.81648731,4532507766.328217,1452.9707941516388
2033,Texas,414919347.6284294,36053021.050803065,4618654652.220032,1477.8544428997159
2034,Texas,423018408.0921364,36518345.28511894,4704801538.111816,1502.7380916477923
2035,Texas,431117468.55584145,36983669.51943469,4790948424.003632,1527.6217403958626
2036,Texas,439216529.0195484,37448993.75375056,4877095309.895416,1552.5053891439388
2037,Texas,447315589.4832554,37914317.988066316,4963242195.787231,1577.3890378920157
2038,Texas,455414649.94696236,38379642.22238219,5049389081.679016,1602.272686640092
2039,Texas,463513710.4106693,38844966.45669794,5135535967.570831,1627.156335388169
2040,Texas,471612770.8743744,39310290.691013694,5221682853.4626465,1652.0399841362396
2020,Utah,31567154.11425972,3286262.1815805286,332395491.7411747,1076.2792771406057
2021,Utah,32374397.6360054,3339594.8293680847,340623446.734354,1098.052535446972
2022,Utah,33181641.157751083,3392927.477155626,348851401.72753525,1119.825793753338
2023,Utah,33988884.679496765,3446260.124943167,357079356.7207165,1141.599052059708
2024,Utah,34796128.20124245,3499592.772730708,365307311.7138977,1163.3723103660705
2025,Utah,35603371.72298813,3552925.4205182493,373535266.707077,1185.1455686724403
2026,Utah,36410615.24473405,3606258.0683057904,381763221.70025826,1206.9188269788137
2027,Utah,37217858.76647973,3659590.7160933465,389991176.6934395,1228.6920852851872
2028,Utah,38025102.28822541,3712923.3638808876,398219131.6866207,1250.4653435915498
2029,Utah,38832345.809971094,3766256.011668429,406447086.67980003,1272.238601897916
2030,Utah,39639589.331716776,3819588.65945597,414675041.67298126,1294.0118602042858
2031,Utah,40446832.85346246,3872921.307243511,422902996.6661625,1315.785118510652
2032,Utah,41254076.37520838,3926253.955031052,431130951.6593437,1337.5583768170327
2033,Utah,42061319.89695406,3979586.6028186083,439358906.65252495,1359.3316351233989
2034,Utah,42868563.41869974,4032919.2506061494,447586861.64570427,1381.104893429765
2035,Utah,43675806.94044542,4086251.8983936906,455814816.6388855,1402.8781517361313
2036,Utah,44483050.462191105,4139584.5461812317,464042771.6320667,1424.651410042501
2037,Utah,45290293.98393679,4192917.193968773,472270726.62524796,1446.4246683488673
2038,Utah,46097537.50568247,4246249.841756314,480498681.6184273,1468.1979266552335
2039,Utah,46904781.02742839,4299582.48954387,488726636.6116085,1489.9711849616106
2040,Utah,47712024.54917407,4352915.137331411,496954591.60478973,1511.744443267973
2020,Vermont,9060603.879375637,291254.69605243206,79426197.15108347,1580.076947730584
2021,Vermont,9253023.185331106,267817.77132899314,80465748.59827232,1619.6127714050745
2022,Vermont,9445442.491286576,244380.84660554677,81505300.04546142,1659.1485950795668
2023,Vermont,9637861.797241986,220943.9218821004,82544851.49265027,1698.684418754051
2024,Vermont,9830281.103197455,197506.99715866148,83584402.93983936,1738.2202424285415
2025,Vermont,10022700.409152865,174070.07243521512,84623954.38702822,1777.7560661030257
2026,Vermont,10215119.715108335,150633.1477117762,85663505.83421731,1817.2918897775162
2027,Vermont,10407539.021063805,127196.22298832983,86703057.28140616,1856.8277134520094
2028,Vermont,10599958.327019215,103759.29826489091,87742608.72859526,1896.3635371264918
2029,Vermont,10792377.632974684,80322.37354144454,88782160.17578411,1935.899360800985
2030,Vermont,10984796.938930154,56885.44881800562,89821711.62297297,1975.4351844754747
2031,Vermont,11177216.244885564,33448.52409455925,90861263.07016206,2014.9710081499588
2032,Vermont,11369635.550841033,10011.599371120334,91900814.51735091,2054.5068318244494
2033,Vermont,11562054.856796503,-13425.325352326035,92940365.96454,2094.0426554989417
2034,Vermont,11754474.162751913,-36862.250075764954,93979917.41172886,2133.578479173423
2035,Vermont,11946893.468707383,-60299.17479921132,95019468.85891795,2173.1143028479164
2036,Vermont,12139312.774662793,-83736.09952265769,96059020.3061068,2212.6501265223997
2037,Vermont,12331732.080618262,-107173.02424609661,97098571.7532959,2252.18595019689
2038,Vermont,12524151.386573732,-130609.94896954298,98138123.20048475,2291.7217738713844
2039,Vermont,12716570.692529142,-154046.8736929819,99177674.64767385,2331.257597545866
2040,Vermont,12908989.998484612,-177483.79841642827,100217226.0948627,2370.793421220359
2020,Virginia,118127614.0324297,8943985.621760875,1253197779.9666595,1424.1156352926337
2021,Virginia,121176951.05319023,9039540.489430219,1281776966.2070007,1456.9866505377959
2022,Virginia,124226288.07395077,9135095.357099563,1310356152.447342,1489.8576657829635
2023,Virginia,127275625.0947113,9230650.224768907,1338935338.687683,1522.7286810281257
2024,Virginia,130324962.11547184,9326205.09243825,1367514524.9280167,1555.5996962732897
2025,Virginia,133374299.13623333,9421759.960107595,1396093711.1683578,1588.470711518461
2026,Virginia,136423636.15699387,9517314.827776939,1424672897.408699,1621.341726763625
2027,Virginia,139472973.1777544,9612869.695446283,1453252083.6490402,1654.2127420087909
2028,Virginia,142522310.19851494,9708424.563115627,1481831269.8893814,1687.0837572539567
2029,Virginia,145571647.21927547,9803979.43078497,1510410456.129715,1719.954772499119
2030,Virginia,148620984.24003696,9899534.298454314,1538989642.3700562,1752.825787744292
2031,Virginia,151670321.2607975,9995089.166123658,1567568828.6103973,1785.696802989456
2032,Virginia,154719658.28155804,10090644.033793002,1596148014.8507385,1818.5678182346182
2033,Virginia,157768995.30231857,10186198.901462346,1624727201.091072,1851.438833479784
2034,Virginia,160818332.3230791,10281753.76913169,1653306387.3314133,1884.309848724948
2035,Virginia,163867669.34383965,10377308.636801034,1681885573.5717545,1917.180863970114
2036,Virginia,166917006.36460114,10472863.504470378,1710464759.8120956,1950.0518792152834
2037,Virginia,169966343.38536167,10568418.372139722,1739043946.0524368,1982.9228944604492
2038,Virginia,173015680.4061222,10663973.239809066,1767623132.2927704,2015.7939097056133
2039,Virginia,176065017.42688274,10759528.10747841,1796202318.5331116,2048.6649249507773
2040,Virginia,179114354.44764328,10855082.975147754,1824781504.7734528,2081.5359401959413
2020,Washington,99481182.75496292,7834063.730110645,1119355038.6422195,1409.009383899851
2021,Washington,101930701.62145805,7938396.816676766,1145466441.8851318,1438.427987685027
2022,Washington,104380220.48795319,8042729.903242916,1171577845.1280518,1467.8465914702247
2023,Washington,106829739.35444832,8147062.989809066,1197689248.370964,1497.265195255408
2024,Washington,109279258.2209425,8251396.076375216,1223800651.613884,1526.6837990405766
2025,Washington,111728777.08743763,8355729.162941366,1249912054.8567963,1556.1024028257598
2026,Washington,114178295.95393276,8460062.249507517,1276023458.0997162,1585.5210066109503
2027,Washington,116627814.8204279,8564395.336073667,1302134861.3426285,1614.9396103961408
2028,Washington,119077333.68692207,8668728.422639817,1328246264.5855408,1644.3582141813022
2029,Washington,121526852.5534172,8773061.509205937,1354357667.8284607,1673.7768179664927
2030,Washington,123976371.41991234,8877394.595772088,1380469071.071373,1703.195421751676
2031,Washington,126425890.28640747,8981727.682338238,1406580474.314293,1732.6140255368664
2032,Washington,128875409.1529026,9086060.768904388,1432691877.5572052,1762.032629322057
2033,Washington,131324928.01939678,9190393.855470538,1458803280.8001251,1791.4512331072256
2034,Washington,133774446.88589191,9294726.942036688,1484914684.0430374,1820.869836892416
2035,Washington,136223965.75238705,9399060.028602839,1511026087.2859497,1850.2884406776066
2036,Washington,138673484.61888218,9503393.115168989,1537137490.5288696,1879.7070444627898
2037,Washington,141123003.48537636,9607726.20173511,1563248893.771782,1909.1256482479657
2038,Washington,143572522.3518715,9712059.28830126,1589360297.0147018,1938.5442520331417
2039,Washington,146022041.21836662,9816392.37486741,1615471700.2576141,1967.9628558183322
2040,Washington,148471560.08486176,9920725.46143356,1641583103.500534,1997.3814596035154
2020,West Virginia,20016582.057887554,1626540.7632595822,180979709.0468254,1120.065225142456
2021,West Virginia,20492267.767843604,1611539.872215487,183873261.10016727,1148.1456482543324
2022,West Virginia,20967953.477799654,1596538.9811713882,186766813.1535082,1176.2260713662088
2023,West Virginia,21443639.187755704,1581538.0901272893,189660365.20685005,1204.3064944780856
2024,West Virginia,21919324.897711754,1566537.1990831941,192553917.26019096,1232.3869175899617
2025,West Virginia,22395010.607667804,1551536.3080390953,195447469.31353283,1260.4673407018383
2026,West Virginia,22870696.317623854,1536535.4169949964,198341021.36687374,1288.5477638137152
2027,West Virginia,23346382.027579904,1521534.5259509012,201234573.4202156,1316.6281869255913
2028,West Virginia,23822067.737535954,1506533.6349068023,204128125.47355652,1344.7086100374677
2029,West Virginia,24297753.447492003,1491532.7438627034,207021677.52689838,1372.7890331493447
2030,West Virginia,24773439.157448053,1476531.8528186083,209915229.58024025,1400.8694562612206
2031,West Virginia,25249124.867404103,1461530.9617745094,212808781.63358116,1428.9498793730977
2032,West Virginia,25724810.577360153,1446530.0707304105,215702333.68692303,1457.0303024849743
2033,West Virginia,26200496.287316322,1431529.1796863154,218595885.74026394,1485.1107255968566
2034,West Virginia,26676181.997272372,1416528.2886422165,221489437.7936058,1513.1911487087334
2035,West Virginia,27151867.707228422,1401527.3975981176,224382989.84694672,1541.27157182061
2036,West Virginia,27627553.417184472,1386526.5065540224,227276541.90028858,1569.3519949324864
2037,West Virginia,28103239.127140522,1371525.6155099235,230170093.9536295,1597.4324180443627
2038,West Virginia,28578924.837096572,1356524.7244658284,233063646.00697136,1625.5128411562393
2039,West Virginia,29054610.54705262,1341523.8334217295,235957198.06031227,1653.593264268116
2040,West Virginia,29530296.25700867,1326522.9423776306,238850750.11365414,1681.6736873799928
2020,Wisconsin,90482281.40627289,6315609.65062888,803240259.8878632,1550.6614478947868
2021,Wisconsin,92657970.90468216,6373458.47836794,820099795.4235497,1584.6367875290853
2022,Wisconsin,94833660.40309143,6431307.306106985,836959330.9592361,1618.612127163382
2023,Wisconsin,97009349.90149975,6489156.13384603,853818866.4949226,1652.5874667976623
2024,Wisconsin,99185039.39990902,6547004.96158509,870678402.0306091,1686.562806431959
2025,Wisconsin,101360728.89831734,6604853.789324135,887537937.5662994,1720.5381460662393
2026,Wisconsin,103536418.39672661,6662702.6170631945,904397473.1019859,1754.5134857005378
2027,Wisconsin,105712107.89513493,6720551.44480224,921257008.6376724,1788.4888253348145
2028,Wisconsin,107887797.3935442,6778400.272541285,938116544.1733589,1822.464164969113
2029,Wisconsin,110063486.89195251,6836249.1002803445,954976079.7090454,1856.4395046033915
2030,Wisconsin,112239176.39036179,6894097.9280193895,971835615.2447357,1890.4148442376882
2031,Wisconsin,114414865.88877106,6951946.755758449,988695150.7804222,1924.3901838719867
2032,Wisconsin,116590555.38717937,7009795.583497494,1005554686.3161087,1958.3655235062652
2033,Wisconsin,118766244.88558865,7067644.411236554,1022414221.8517952,1992.3408631405637
2034,Wisconsin,120941934.38399696,7125493.238975599,1039273757.3874817,2026.3162027748413
2035,Wisconsin,123117623.88240623,7183342.066714644,1056133292.923172,2060.2915424091398
2036,Wisconsin,125293313.38081455,7241190.894453704,1072992828.4588585,2094.266882043419
2037,Wisconsin,127469002.87922382,7299039.722192749,1089852363.994545,2128.242221677715
2038,Wisconsin,129644692.37763214,7356888.549931809,1106711899.5302315,2162.2175613119944
2039,Wisconsin,131820381.87604141,7414737.377670854,1123571435.0659218,2196.192900946292
2040,Wisconsin,133996071.37445068,7472586.205409914,1140430970.6016045,2230.1682405805896
2020,Wyoming,11607824.106063247,593520.3422547076,106349146.00967312,2026.6514736819495
2021,Wyoming,11930400.328208685,597723.3652832974,108922113.05924988,2079.508417044788
2022,Wyoming,12252976.550354123,601926.3883118853,111495080.10882664,2132.365360407631
2023,Wyoming,12575552.772499561,606129.4113404751,114068047.1584034,2185.2223037704703
2024,Wyoming,12898128.994645,610332.434369063,116641014.20798016,2238.0792471333143
2025,Wyoming,13220705.216790438,614535.4573976509,119213981.25755692,2290.9361904961575
2026,Wyoming,13543281.438935876,618738.4804262407,121786948.30713367,2343.793133858996
2027,Wyoming,13865857.661081314,622941.5034548286,124359915.35671043,2396.65007722184
2028,Wyoming,14188433.883226752,627144.5264834184,126932882.4062872,2449.507020584678
2029,Wyoming,14511010.10537219,631347.5495120063,129505849.4558649,2502.3639639475227
2030,Wyoming,14833586.327517629,635550.5725405943,132078816.50544167,2555.220907310365
2031,Wyoming,15156162.549663186,639753.595569184,134651783.55501842,2608.077850673226
2032,Wyoming,15478738.771808624,643956.618597772,137224750.60459518,2660.934794036069
2033,Wyoming,15801314.993954062,648159.6416263618,139797717.65417194,2713.7917373989076
2034,Wyoming,16123891.2160995,652362.6646549497,142370684.7037487,2766.6486807617516
2035,Wyoming,16446467.438244939,656565.6876835395,144943651.75332546,2819.5056241245893
2036,Wyoming,16769043.660390377,660768.7107121274,147516618.80290222,2872.3625674874334
2037,Wyoming,17091619.882535815,664971.7337407153,150089585.85247898,2925.219510850276
2038,Wyoming,17414196.104681253,669174.7567693051,152662552.90205574,2978.0764542131146
2039,Wyoming,17736772.32682669,673377.779797893,155235519.9516325,3030.9333975759578
2040,Wyoming,18059348.54897213,677580.8028264828,157808487.00120926,3083.790340938797
