,Year,state,Money spent on C and J (Billion),Population,Revenue,Money spent by tax payers
3,1983,Alabama,8427400.0,3934102.0,104000000.0,214.2140696911265
4,1984,Alabama,8843800.0,3951820.0,117200000.0,223.79055726222347
5,1985,Alabama,7654800.000000001,3972523.0,129300000.0,192.6936609303458
6,1986,Alabama,10500000.0,3991569.0,134300000.0,263.05445302336
7,1987,Alabama,7967700.0,4015264.0,147100000.0,198.43527100584168
8,1988,Alabama,8795500.0,4023844.0,155300000.0,218.5845176900496
9,1989,Alabama,9990800.0,4030222.0,169500000.0,247.8970141098927
10,1990,Alabama,14000000.0,4048508.0,177600000.00000003,345.80640571785955
11,1991,Alabama,12100000.0,4091025.0,186100000.0,295.7693976448445
12,1992,Alabama,14700000.0,4139269.0,196400000.0,355.13517000223953
13,1993,Alabama,19300000.0,4193113.9999999995,211600000.0,460.2784469966712
14,1994,Alabama,16600000.0,4232965.0,228500000.0,392.1601052690017
15,1995,Alabama,21800000.0,4262731.0,245100000.00000003,511.40923506550143
16,1996,Alabama,21200000.0,4290403.0,258200000.0,494.1260762683599
17,1997,Alabama,22300000.0,4320281.0,272800000.0,516.1701287485698
18,1998,Alabama,17400000.0,4351037.0,287100000.0,399.9046664048134
19,1999,Alabama,22700000.0,4369862.0,299200000.0,519.4672051428627
20,2000,Alabama,22599999.999999996,4452173.0,317300000.0,507.6172916012023
22,2002,Alabama,21200000.0,4480089.0,308100000.0,473.2048849922402
24,2004,Alabama,31100000.0,4530729.0,321100000.0,686.4237521158294
25,2005,Alabama,31700000.0,4569805.0,365400000.0,693.683866160591
26,2006,Alabama,36500000.0,4628981.0,407900000.0,788.5104734713752
27,2007,Alabama,37300000.0,4672840.0,430700000.0,798.2297703323889
28,2008,Alabama,38300000.0,4718206.0,430300000.0,811.749211458762
29,2009,Alabama,40900000.0,4757938.0,380600000.0,859.616077384783
30,2010,Alabama,40500000.0,4785514.0,385400000.0,846.304075173534
31,2011,Alabama,41300000.0,4799642.0,396400000.0,860.4808441962964
32,2012,Alabama,40199999.99999999,4816632.0,407299999.99999994,834.6080829924313
33,2013,Alabama,42600000.0,4831586.0,441200000.0,881.6980593949894
34,2014,Alabama,38200000.0,4843737.0,457000000.0,788.6472779178556
35,2015,Alabama,42000000.0,4854803.0,481200000.0,865.1226424635563
36,2016,Alabama,43099999.99999999,4866824.0,485900000.00000006,885.5878083941395
37,2017,Alabama,36600000.0,4877989.0,164600000.0,750.3091950391853
42,1983,Alaska,4126100.0,488417.0,45000000.0,844.7904147480534
43,1984,Alaska,4348700.0,513702.0,46600000.0,846.5413800218803
44,1985,Alaska,4950900.0,532495.0,48000000.0,929.7552089690982
45,1986,Alaska,4957400.0,544268.0,46600000.0,910.8380430229225
46,1987,Alaska,4637800.0,539309.0,39300000.0,859.9522722595026
47,1988,Alaska,4840400.0,541983.0,41900000.00000001,893.0907426985718
48,1989,Alaska,4895900.0,547159.0,46900000.00000001,894.7856107639645
49,1990,Alaska,4805000.0,553120.0,51100000.0,868.7084177032108
50,1991,Alaska,5098100.0,569273.0,55000000.0,895.545722351139
51,1992,Alaska,5558700.0,587073.0,53500000.0,946.8498806792342
52,1993,Alaska,5719300.000000001,596993.0,62000000.0,958.0179332085971
53,1994,Alaska,6215200.0,600624.0,54300000.0,1034.7904845627213
54,1995,Alaska,6857700.0,601345.0,62699999.99999999,1140.393617640456
55,1996,Alaska,6788900.0,604918.0,59500000.0,1122.284342671238
56,1997,Alaska,6827900.0,608846.0,62400000.0,1121.4494305620797
57,1998,Alaska,6953800.0,615205.0,60400000.0,1130.3224128542518
58,1999,Alaska,7083199.999999999,619500.0,58400000.0,1143.3736884584341
59,2000,Alaska,7731800.0,627963.0,66800000.0,1231.2508858005967
61,2002,Alaska,9227800.0,642337.0,64100000.0,1436.597922897171
63,2004,Alaska,9163300.0,659286.0,67700000.0,1389.882387916625
64,2005,Alaska,9164500.0,666946.0,79500000.0,1374.0992524132387
65,2006,Alaska,10700000.0,675302.0,92700000.0,1584.4762787612062
66,2007,Alaska,11299999.999999998,680300.0,110600000.0,1661.0318976921944
67,2008,Alaska,11900000.0,687455.0,164000000.0,1731.0223941930742
68,2009,Alaska,13300000.0,698895.0,120900000.0,1903.0040277867206
69,2010,Alaska,13799999.999999998,713982.0,118500000.0,1932.821835844601
70,2011,Alaska,13100000.0,722349.0,133300000.0,1813.5278099644354
71,2012,Alaska,14300000.0,730810.0,151000000.0,1956.7329401622858
72,2013,Alaska,14900000.0,737626.0,139900000.0,2019.993872233354
73,2014,Alaska,15700000.0,737075.0,126600000.0,2130.041040599667
74,2015,Alaska,15800000.0,738430.0,111199999.99999999,2139.6747152742983
75,2016,Alaska,16100000.000000002,742575.0,105000000.0,2168.131165202168
76,2017,Alaska,15100000.0,740983.0,30400000.0,2037.8335265451435
81,1983,Arizona,9085000.0,2968925.0,97400000.0,306.0030145591418
82,1984,Arizona,9851100.0,3067135.0,114100000.0,321.18247158993654
83,1985,Arizona,11399999.999999998,3183538.0,131000000.0,358.0921603574388
84,1986,Arizona,13100000.0,3308262.0,142900000.0,395.9783112703891
85,1987,Arizona,14900000.0,3437103.0,160100000.00000003,433.50461129619913
86,1988,Arizona,16100000.000000002,3535183.0,170900000.0,455.421968254543
87,1989,Arizona,17700000.0,3622185.0,186500000.0,488.6553282065936
88,1990,Arizona,19400000.0,3679056.0,196200000.0,527.3091793112146
89,1991,Arizona,20800000.0,3762394.0,206000000.0,552.839495278804
90,1992,Arizona,23300000.0,3867333.0,214700000.0,602.4823825618327
91,1993,Arizona,24000000.0,3993390.0,233900000.0,600.9931411657764
92,1994,Arizona,26300000.0,4147560.9999999995,259500000.0,634.1076116782851
93,1995,Arizona,28800000.0,4306908.0,283900000.0,668.6931784937128
94,1996,Arizona,31600000.0,4432308.0,311700000.0,712.9468439467654
95,1997,Arizona,34300000.0,4552207.0,337800000.0,753.480674319072
96,1998,Arizona,37200000.0,4667277.0,368600000.0,797.0386158781663
97,1999,Arizona,37700000.0,4778332.0,399099999.99999994,788.9782459653285
98,2000,Arizona,44700000.0,5160586.0,438700000.0,866.1807011839353
100,2002,Arizona,47699999.99999999,5396255.0,430900000.00000006,883.9463665078837
102,2004,Arizona,57200000.0,5652404.0,472900000.0,1011.9588054923179
103,2005,Arizona,62400000.0,5839077.0,554100000.0,1068.6620505261362
104,2006,Arizona,67700000.0,6029141.0,641200000.0,1122.8796938071278
105,2007,Arizona,76900000.0,6167681.0,684900000.0,1246.8219416665681
106,2008,Arizona,82100000.00000001,6280362.0,652300000.0,1307.2494865741817
107,2009,Arizona,84500000.0,6343154.0,559000000.0,1332.1448604274779
108,2010,Arizona,81600000.0,6407342.0,546600000.0,1273.5390119647118
109,2011,Arizona,78700000.0,6473416.0,581900000.0,1215.7414261651036
110,2012,Arizona,79800000.0,6556344.0,610900000.0,1217.1417485110605
111,2013,Arizona,81100000.0,6634690.0,671100000.0,1222.3630644385796
112,2014,Arizona,81600000.0,6732873.0,698700000.0,1211.9640456607453
113,2015,Arizona,85900000.0,6832810.0,746300000.0,1257.1694515140916
114,2016,Arizona,102400000.0,6944767.0,765300000.0,1474.4915128182126
115,2017,Arizona,96500000.0,7048088.0,245200000.0,1369.165651734201
120,1983,Arkansas,3663400.0,2305761.0,57100000.0,158.88030025661809
121,1984,Arkansas,4108500.0,2319768.0,63600000.0,177.1082280641857
122,1985,Arkansas,4632200.0,2327046.0,70000000.0,199.0592364740534
123,1986,Arkansas,4934800.0,2331984.0,72500000.0,211.61380180996096
124,1987,Arkansas,5264400.0,2342355.0,77900000.0,224.74817011084997
125,1988,Arkansas,5364000.0,2342656.0,82899999.99999999,228.97087749972678
126,1989,Arkansas,6028300.0,2346358.0,89400000.0,256.9215780371111
127,1990,Arkansas,6926000.0,2354343.0,94000000.0,294.1797350683397
128,1991,Arkansas,7447300.0,2370666.0,99400000.0,314.14378912929953
129,1992,Arkansas,8265600.0,2394098.0,108400000.0,345.2490248937178
130,1993,Arkansas,9042700.0,2423743.0,115900000.0,373.08823584018603
131,1994,Arkansas,9626400.0,2450605.0,126800000.0,392.8172838952014
132,1995,Arkansas,10700000.0,2480121.0,136300000.0,431.43056326687287
133,1996,Arkansas,11399999.999999998,2504858.0,148400000.0,455.1156193285207
134,1997,Arkansas,13000000.0,2524007.0,155100000.0,515.0540390735842
135,1998,Arkansas,13799999.999999998,2538202.0,165500000.0,543.6919520195792
136,1999,Arkansas,15100000.0,2551373.0,171900000.0,591.8381984915573
137,2000,Arkansas,16299999.999999998,2678588.0,183400000.0,608.5295685637357
139,2002,Arkansas,19200000.0,2705927.0,181900000.0,709.5535097583933
141,2004,Arkansas,22000000.0,2749686.0,190200000.0,800.0913558857267
142,2005,Arkansas,20299999.999999996,2781097.0,217800000.0,729.9277946795813
143,2006,Arkansas,22300000.0,2821761.0,241300000.0,790.2866330635374
144,2007,Arkansas,22500000.0,2848650.0,254700000.0,789.8478226528355
145,2008,Arkansas,24200000.0,2874554.0,258800000.0,841.8697300520358
146,2009,Arkansas,24700000.000000004,2896843.0,236000000.0,852.6523529235103
147,2010,Arkansas,25700000.0,2921998.0,237300000.0,879.5351673752
148,2011,Arkansas,26500000.0,2941038.0,249100000.0,901.0424210771843
149,2012,Arkansas,27799999.999999996,2952876.0,266200000.0,941.4550424738458
150,2013,Arkansas,28100000.0,2960459.0,287000000.0,949.1771377343852
151,2014,Arkansas,27400000.000000004,2968759.0,304000000.0,922.9445704417234
152,2015,Arkansas,28900000.0,2979732.0,317400000.0,969.8858823545205
153,2016,Arkansas,29100000.0,2991815.0,318400000.0,972.6537235758227
154,2017,Arkansas,24400000.0,3003855.0,120500000.0,812.2895412727977
159,1983,California,91000000.0,25360026.0,1036900000.0,358.83243968282994
160,1984,California,100900000.0,25844393.0,1187200000.0,390.41350284373095
161,1985,California,113500000.0,26441109.0,1330700000.0,429.25582281741663
162,1986,California,133600000.0,27102237.0,1418800000.0,492.94823892212287
163,1987,California,148300000.0,27777158.0,1618700000.0,533.891912196345
164,1988,California,165799999.99999997,28464249.0,1732600000.0,582.4850674964233
165,1989,California,171000000.0,29218164.0,1904000000.0,585.2523793076116
166,1990,California,205500000.0,29950111.0,2017200000.0,686.1410296609585
167,1991,California,221600000.0,30414114.0,2066100000.0000002,728.6090924759471
168,1992,California,239100000.0,30875920.0,2110700000.0,774.3898805282563
169,1993,California,247900000.0,31147208.0,2171800000.0,795.8979822525345
170,1994,California,263000000.0,31317179.0,2270500000.0,839.7946698838998
171,1995,California,280100000.0,31493525.0,2426700000.0,889.3891680909012
172,1996,California,291700000.0,31780829.0,2610899999.9999995,917.8489333931471
173,1997,California,307000000.0,32217708.0,2833700000.0,952.8921175894945
174,1998,California,328300000.0,32682794.0,3111000000.0,1004.5040824845023
175,1999,California,355700000.0,33145121.0,3397100000.0,1073.159455353927
176,2000,California,384600000.0,33987977.0,3965000000.0,1131.5766160486694
178,2002,California,470200000.00000006,34871843.0,3641300000.0,1348.3657861157496
180,2004,California,514400000.0,35574576.0,3892500000.0,1445.9764748847604
181,2005,California,531400000.0,35827943.0,4413600000.0,1483.1998588364397
182,2006,California,582100000.0,36021202.0,4936000000.0,1615.9927145129695
183,2007,California,627700000.0,36250311.0,5201400000.0,1731.5713512085454
184,2008,California,666200000.0,36604337.0,5137100000.0,1820.0029138623656
185,2009,California,690200000.0,36961229.0,4425600000.0,1867.3621485908923
186,2010,California,672000000.0,37319550.0,4492300000.0,1800.6647990128497
187,2011,California,673700000.0,37636311.0,4802200000.0,1790.0266580324517
188,2012,California,664700000.0,37944551.0,4999500000.0,1751.766676590797
189,2013,California,659900000.0,38253768.0,5670200000.0,1725.0588229635314
190,2014,California,696200000.0,38586706.0,6089200000.0,1804.2483336100263
191,2015,California,711000000.0,38904296.0,6679200000.0,1827.5616656833988
192,2016,California,760800000.0,39149186.0,6850800000.0,1943.3354246496976
193,2017,California,714200000.0,39337785.0,2455600000.0,1815.5572307896846
198,1983,Colorado,9120500.0,3133630.0,122100000.00000001,291.05223016118686
199,1984,Colorado,10000000.0,3169992.0,135500000.0,315.458209358257
200,1985,Colorado,11700000.0,3208723.0,147400000.0,364.63103857827554
201,1986,Colorado,12900000.0,3237450.0,150400000.0,398.4617523050549
202,1987,Colorado,15300000.0,3260480.0,162300000.0,469.25606045735594
203,1988,Colorado,14300000.0,3262281.0,169100000.0,438.343600689211
204,1989,Colorado,15100000.0,3275818.0,184000000.0,460.95356945959753
205,1990,Colorado,16900000.0,3303862.0,195799999.99999997,511.522575700801
206,1991,Colorado,17900000.0,3367567.0,208200000.0,531.5410205646984
207,1992,Colorado,18800000.0,3459995.0,222600000.00000003,543.3533863488242
208,1993,Colorado,19700000.0,3560884.0,244600000.0,553.2334105800694
209,1994,Colorado,21000000.0,3653910.0,270600000.0,574.7267995106613
210,1995,Colorado,23200000.0,3738061.0,292200000.0,620.6426272872485
211,1996,Colorado,25800000.0,3812716.0,317200000.0,676.6829735023538
212,1997,Colorado,29500000.0,3891293.0,350400000.0,758.1027694393612
213,1998,Colorado,32400000.000000004,3968967.0,388900000.0,816.3333179640949
214,1999,Colorado,34600000.0,4056133.0,424700000.0,853.029227591896
215,2000,Colorado,37400000.0,4326921.0,483100000.0,864.3559704464213
217,2002,Colorado,43900000.0,4490406.0,456900000.0,977.639883787791
219,2004,Colorado,44900000.0,4575013.0,461599999.99999994,981.4179762986466
220,2005,Colorado,46700000.0,4631888.0,521900000.0,1008.2281782288346
221,2006,Colorado,48700000.0,4720423.0,588500000.0,1031.6872026087494
222,2007,Colorado,52600000.0,4803868.0,632100000.0,1094.9509853309874
223,2008,Colorado,57000000.0,4889730.0,632100000.0,1165.708536054138
224,2009,Colorado,59100000.0,4972195.0,554700000.0,1188.6098594282807
225,2010,Colorado,62200000.0,5047539.0,561100000.0,1232.283693102718
226,2011,Colorado,63600000.0,5121900.0,598400000.0,1241.7267029813156
227,2012,Colorado,64000000.0,5193660.0,635100000.0,1232.2716542861876
228,2013,Colorado,63300000.0,5270774.0,711000000.0,1200.9621357318679
229,2014,Colorado,67400000.0,5352637.0,769300000.0000001,1259.1924316930142
230,2015,Colorado,69400000.0,5454328.0,828900000.0,1272.3840590444872
231,2016,Colorado,69400000.0,5543844.0,840900000.0,1251.838976710023
232,2017,Colorado,64200000.0,5617421.0,277900000.0,1142.8732153064548
237,1983,Connecticut,8248000.0,3162354.0,156800000.0,260.8183650533748
238,1984,Connecticut,9105600.0,3180014.0,175400000.0,286.3383620323684
239,1985,Connecticut,10100000.0,3201131.0,196000000.0,315.5134857023971
240,1986,Connecticut,11299999.999999998,3223740.0,211600000.0,350.52454602418305
241,1987,Connecticut,12500000.0,3247291.0,243600000.0,384.93624377981524
242,1988,Connecticut,14300000.0,3271953.0,258400000.0,437.0478426798918
243,1989,Connecticut,15900000.0,3283403.0,277600000.0,484.2536843634486
244,1990,Connecticut,18100000.0,3289056.0,284100000.0,550.3098761468336
245,1991,Connecticut,20000000.0,3288640.0,284600000.0,608.1541305828549
246,1992,Connecticut,20800000.0,3274997.0,305700000.0,635.1150856016051
247,1993,Connecticut,21000000.0,3272325.0,325900000.00000006,641.7455478902616
248,1994,Connecticut,23600000.0,3268346.0,341500000.0,722.0777726715593
249,1995,Connecticut,23600000.0,3265293.0,365700000.0,722.7529045632352
250,1996,Connecticut,24000000.0,3267030.0,393500000.0,734.6121706871378
251,1997,Connecticut,24700000.000000004,3268514.0,434400000.0,755.6950956918037
252,1998,Connecticut,25299999.999999996,3272563.0,473000000.0,773.0943605974888
253,1999,Connecticut,27500000.0,3282031.0,496100000.0,837.8958029342198
254,2000,Connecticut,29200000.0,3411777.0,547000000.0,855.8589849219336
256,2002,Connecticut,33400000.0,3458749.0,506599999.99999994,965.6670663294735
258,2004,Connecticut,37100000.0,3496094.0,526500000.0,1061.1842816583307
259,2005,Connecticut,38100000.0,3506956.0,593000000.0,1086.412261801973
260,2006,Connecticut,41800000.0,3517460.0,646400000.0,1188.3575079745042
261,2007,Connecticut,41700000.0,3527270.0,707300000.0,1182.2174089309863
262,2008,Connecticut,44600000.0,3545579.0,700000000.0,1257.9045622731858
263,2009,Connecticut,45300000.0,3561807.0,598700000.0,1271.8263510628174
264,2010,Connecticut,45100000.0,3579173.0,603100000.0,1260.0676189723156
265,2011,Connecticut,46500000.0,3588632.0,644700000.0,1295.7583836960714
266,2012,Connecticut,47000000.0,3595211.0,679100000.0,1307.2946205382661
267,2013,Connecticut,47900000.0,3595792.0,752400000.0,1332.1126472276483
268,2014,Connecticut,47200000.0,3595697.0,780100000.0,1312.6801284980352
269,2015,Connecticut,49400000.00000001,3588561.0,810200000.0,1376.596357147057
270,2016,Connecticut,49700000.0,3579830.0,793500000.0,1388.3340829033782
271,2017,Connecticut,42699999.99999999,3575324.0,273300000.0,1194.2973559878767
276,1983,Delaware,1448700.0,605458.0,25000000.0,239.27340955111669
277,1984,Delaware,1981100.0,611565.0,27599999.999999996,323.93940137189014
278,1985,Delaware,2191300.0,618280.0,30800000.0,354.41870996959307
279,1986,Delaware,2423500.0,627559.0,32599999.999999996,386.17882940090095
280,1987,Delaware,2588300.0,636947.0,36600000.0,406.36034081328586
281,1988,Delaware,2858100.0,647622.0,39200000.0,441.3222527956123
282,1989,Delaware,3205900.0,658273.0,43800000.0,487.01678482939445
283,1990,Delaware,3530900.0,669063.0,45100000.0,527.7380455951085
284,1991,Delaware,3745200.0,680495.0,46700000.0,550.3640732114123
285,1992,Delaware,4144500.0,690158.0,49200000.0,600.514664757925
286,1993,Delaware,4104900.0,699475.0,51100000.0,586.8544265341864
287,1994,Delaware,4294600.0,708416.0,55300000.0,606.2257204806215
288,1995,Delaware,5030900.0,718265.0,59500000.0,700.4239382400647
289,1996,Delaware,5437500.0,727090.0,63800000.0,747.8441458416426
290,1997,Delaware,5783199.999999999,735024.0,69400000.0,786.8042404057554
291,1998,Delaware,6091500.0,744066.0,76000000.0,818.6773753941183
292,1999,Delaware,6837800.000000001,753538.0,79700000.0,907.4260355814837
293,2000,Delaware,7443300.000000001,786373.0,87400000.0,946.5355499235096
295,2002,Delaware,8377599.999999999,806169.0,85100000.0,1039.1865725424818
297,2004,Delaware,9109500.0,830803.0,92899999.99999999,1096.4693194415522
298,2005,Delaware,10000000.0,845150.0,103900000.0,1183.2219132698337
299,2006,Delaware,12000000.0,859268.0,114700000.0,1396.5375179804205
300,2007,Delaware,12200000.0,871749.0,114200000.0,1399.4854023348462
301,2008,Delaware,11900000.0,883874.0,116000000.0,1346.3457461131336
302,2009,Delaware,12000000.0,891730.0,99300000.0,1345.6988101779687
303,2010,Delaware,11800000.0,899647.0,98300000.0,1311.6255598029004
304,2011,Delaware,11600000.0,907590.0,103600000.0,1278.1101598739517
305,2012,Delaware,12400000.0,915518.0,109400000.0,1354.4244897424192
306,2013,Delaware,13200000.0,924062.0,119000000.0,1428.4755784785004
307,2014,Delaware,12900000.0,933131.0,123000000.0,1382.4425509387215
308,2015,Delaware,13700000.000000002,942065.0,133300000.0,1454.25209513144
309,2016,Delaware,14200000.0,949989.0,132899999.99999999,1494.7541497848922
310,2017,Delaware,13100000.0,957942.0,47000000.0,1367.5149434934474
315,1983,District of Columbia,5000000.0,632433.0,39300000.0,791.4198026
316,1984,District of Columbia,5699999.999999999,633382.0,43800000.0,892.4945767
317,1985,District of Columbia,6300000.0,634549.0,48400000.0,999.9070206
318,1986,District of Columbia,7200000.0,638269.0,52000000.0,1135.759374
319,1987,District of Columbia,8199999.999999999,636930.0,57699999.99999999,1293.98835
320,1988,District of Columbia,9200000.0,630432.0,61700000.0,1452.44848
321,1989,District of Columbia,9800000.0,624168.0,67400000.0,1567.334436
322,1990,District of Columbia,11600000.0,603814.0,69900000.0,1921.121405
323,1991,District of Columbia,11399999.999999998,593239.0,72500000.0,1921.653836
324,1992,District of Columbia,11000000.0,584183.0,74400000.0,1882.971603
325,1993,District of Columbia,11299999.999999998,576358.0,78300000.0,1960.586996
326,1994,District of Columbia,11600000.0,564982.0,81900000.0,2053.162756
327,1995,District of Columbia,11100000.000000002,551273.0,81100000.0,2013.521431
328,1996,District of Columbia,10900000.0,538273.0,84600000.00000001,2024.994752
329,1997,District of Columbia,11399999.999999998,528752.0,89900000.0,2156.020214
330,1998,District of Columbia,10400000.0,521426.00000000006,96400000.0,1994.530384
331,1999,District of Columbia,8100000.000000001,519000.0,101800000.0,1565.452794
332,2000,District of Columbia,9000000.0,572046.0,112000000.0,1581.114106
334,2002,District of Columbia,13200000.0,573158.0,118300000.0,2303.02988
336,2004,District of Columbia,13700000.000000002,567754.0,127500000.0,2413.016905
337,2005,District of Columbia,14400000.0,567136.0,140700000.0,2539.07352
338,2006,District of Columbia,15900000.0,570681.0,153900000.0,2786.144974
339,2007,District of Columbia,19900000.0,574404.0,169300000.0,3464.460554
340,2008,District of Columbia,21700000.0,580236.0,175600000.0,3739.857575
341,2009,District of Columbia,20600000.0,592228.0,163100000.0,3478.390079
342,2010,District of Columbia,19700000.0,605282.0,165000000.0,3254.681289
343,2011,District of Columbia,18700000.0,620290.0,172200000.0,3014.718922
344,2012,District of Columbia,17500000.0,635737.0,185500000.0,2752.710633
345,2013,District of Columbia,18800000.0,651559.0,201700000.00000003,2885.387202
346,2014,District of Columbia,18500000.0,663603.0,214500000.0,2787.811387
347,2015,District of Columbia,20299999.999999996,677014.0,234000000.0,2998.460889
348,2016,District of Columbia,21300000.0,687576.0,241600000.0,3097.839366
349,2017,District of Columbia,20400000.0,697079.0,74600000.0,2926.497571
354,1983,Florida,27900000.0,10749851.0,372400000.0,259.538481
355,1984,Florida,32100000.0,11039925.0,413200000.0,290.7628449
356,1985,Florida,37500000.0,11351118.0,473500000.0,330.3639342
357,1986,Florida,40300000.0,11667505.0,522100000.0,345.4037517
358,1987,Florida,46000000.0,11997283.0,586600000.0,383.420146
359,1988,Florida,50800000.0,12306395.0,644599999.9999999,412.793511
360,1989,Florida,57800000.0,12637715.0,714599999.9999999,457.3611606
361,1990,Florida,64400000.00000001,13018365.0,752400000.0,494.6857766
362,1991,Florida,72500000.0,13289497.0,780600000.0,545.5435973
363,1992,Florida,79900000.0,13504775.0,814900000.0,591.6425857
364,1993,Florida,84700000.0,13713593.0,882200000.0,617.6353637
365,1994,Florida,91000000.0,13961798.0,964000000.0,651.7785174
366,1995,Florida,100700000.0,14185403.0,1034000000.0,709.884661
367,1996,Florida,105500000.0,14426911.0,1121900000.0,731.272273
368,1997,Florida,115600000.0,14683350.0,1222600000.0,787.28628
369,1998,Florida,118200000.0,14908230.0,1330900000.0,792.8506603
370,1999,Florida,126199999.99999999,15111244.0,1410400000.0,835.1397145
371,2000,Florida,135300000.0,16047515.0,1529199999.9999998,843.1211935
373,2002,Florida,155400000.0,16689369.999999998,1502300000.0,931.1316125
375,2004,Florida,175900000.0,17415318.0,1662100000.0,1010.030365
376,2005,Florida,199600000.0,17842038.0,1966200000.0,1118.706282
377,2006,Florida,286100000.0,18166990.0,2245700000.0,1574.834356
378,2007,Florida,221400000.0,18367842.0,2336400000.0,1205.367511
379,2008,Florida,233600000.0,18527305.0,2236800000.0,1260.841768
380,2009,Florida,248000000.0,18652644.0,1897500000.0,1329.570221
381,2010,Florida,236800000.0,18846143.0,1865600000.0,1256.490519
382,2011,Florida,229800000.0,19055607.0,1935800000.0000002,1205.944266
383,2012,Florida,234800000.0,19302016.0,2040800000.0000002,1216.453245
384,2013,Florida,257300000.0,19551678.0,2259700000.0,1315.999578
385,2014,Florida,231800000.0,19853880.0,2413500000.0,1167.529974
386,2015,Florida,239300000.0,20219111.0,2610299999.9999995,1183.533737
387,2016,Florida,248800000.0,20627237.0,2684400000.0,1206.172208
388,2017,Florida,230400000.0,20977089.0,794500000.0,1098.341147
432,1983,Hawaii,2800000.0000000005,1012717.0,40199999.99999999,280.4633476
433,1984,Hawaii,3100000.0,1027922.0,43900000.0,303.6028025
434,1985,Hawaii,3500000.0,1039698.0000000001,47699999.99999999,334.8472345
435,1986,Hawaii,3900000.0,1051762.0,51100000.0,374.9707633
436,1987,Hawaii,4400000.0,1067918.0,58300000.0,408.4208713
437,1988,Hawaii,4300000.0,1079828.0,65900000.0,400.9434836
438,1989,Hawaii,5000000.0,1094588.0,74400000.0,455.0753343
439,1990,Hawaii,5699999.999999999,1112703.0,81800000.0,514.7195613
440,1991,Hawaii,6600000.0,1131412.0,88100000.0,583.3507157
441,1992,Hawaii,7000000.0,1149926.0,90700000.0,604.6215148
442,1993,Hawaii,7500000.0,1161508.0,93800000.00000001,644.0076177
443,1994,Hawaii,7500000.0,1173903.0,98800000.00000001,640.9473355
444,1995,Hawaii,7800000.0,1180490.0,97899999.99999999,658.9382375
445,1996,Hawaii,7500000.0,1184434.0,100200000.0,633.1040818
446,1997,Hawaii,7900000.0,1189322.0,102700000.0,666.5898722
447,1998,Hawaii,8400000.0,1190472.0,104800000.0,705.8544846
448,1999,Hawaii,8800000.0,1185497.0,106800000.0,745.451064
449,2000,Hawaii,9800000.0,1213519.0,114900000.0,803.9923561
451,2002,Hawaii,11500000.0,1239613.0,113800000.00000001,927.7088898
453,2004,Hawaii,12700000.0,1273569.0,125100000.0,997.1976391
454,2005,Hawaii,13799999.999999998,1292729.0,145400000.0,1067.509122
455,2006,Hawaii,15400000.0,1309731.0,162600000.00000003,1175.813965
456,2007,Hawaii,14900000.0,1315675.0,172399999.99999997,1132.498527
457,2008,Hawaii,16600000.0,1332213.0,171500000.0,1246.046991
458,2009,Hawaii,18600000.0,1346717.0,155000000.0,1381.136497
459,2010,Hawaii,17600000.0,1364004.0,157300000.0,1290.318797
460,2011,Hawaii,16299999.999999998,1379562.0,160200000.0,1181.534429
461,2012,Hawaii,16500000.0,1395199.0,172100000.0,1182.626994
462,2013,Hawaii,16800000.0,1408822.0,192000000.0,1192.485637
463,2014,Hawaii,17200000.0,1415335.0,199800000.0,1215.259991
464,2015,Hawaii,18300000.0,1422999.0,214200000.00000003,1286.016364
465,2016,Hawaii,19500000.0,1428885.0,221800000.0,1364.700448
466,2017,Hawaii,18200000.0,1425763.0,95000000.0,1276.50949
471,1983,Idaho,2100000.0,981869.0,26400000.0,210.6900208
472,1984,Idaho,2100000.0,990839.0,29200000.0,216.9373632
473,1985,Idaho,2400000.0,994051.0,31400000.0,243.0961792
474,1986,Idaho,2500000.0,990224.0,31600000.0,255.5179434
475,1987,Idaho,2700000.0,984997.0,34500000.0,269.9500608
476,1988,Idaho,3000000.0,985664.0,37500000.0,307.9142588
477,1989,Idaho,3400000.0000000005,994416.0,42500000.0,344.8556741
478,1990,Idaho,3700000.0,1011882.0,46600000.0,368.9066512
479,1991,Idaho,4099999.9999999995,1038915.0,49900000.0,393.7088212
480,1992,Idaho,4900000.0,1066490.0,54000000.0,459.882418
481,1993,Idaho,5000000.0,1101204.0,59700000.0,452.2322839
482,1994,Idaho,5600000.000000001,1135459.0,66800000.0,489.2030448
483,1995,Idaho,6100000.0,1165000.0,72700000.0,524.4892704
484,1996,Idaho,6700000.0,1187706.0,76700000.0,563.2033517
485,1997,Idaho,7200000.0,1210638.0,81500000.0,595.3885472
486,1998,Idaho,7500000.0,1230923.0,86199999.99999999,611.3704919
487,1999,Idaho,8600000.0,1251700.0,91900000.0,683.7740673
488,2000,Idaho,8700000.0,1299430.0,102600000.0,670.9711181
490,2002,Idaho,10200000.0,1340372.0,95399999.99999999,760.9827719
492,2004,Idaho,11299999.999999998,1391802.0,104000000.0,811.8970946
493,2005,Idaho,11600000.0,1428241.0,120800000.0,812.1878591
494,2006,Idaho,12300000.0,1468669.0,136600000.0,837.4929954
495,2007,Idaho,12700000.0,1505105.0,144800000.0,843.7949512
496,2008,Idaho,13899999.999999998,1534320.0,141600000.0,905.9387872
